"source","file","name_ncsa","name_rfars","label","Definition","Additional Information","value","value_label","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","795","""PCP, Type Unknown""","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","800","Boldenone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","801","Chlorotestosterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","803","Dehydrochlomethyltestosterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","804","Dihydrotesterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","805","Drostanolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","806","Ethylestrenol","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","807","Fluoxymesterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","808","Formebulone (Formebolone)","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","809","Mesterolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","810","Methandienone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","811","Methandranone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","812","Methandriol","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","813","Methandrostenolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","814","Methenolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","815","Methyltestosterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","816","Mibolerone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","817","Nandrolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","818","Norethandrolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","819","Oxandrolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","820","Oxymesterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","821","Oxymetholone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","822","Stanolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","823","Stanozolol","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","824","Testolactone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","825","Testosterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","826","Trenbolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","827","Clostebol","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","828","Alpha, Beta-dihydroxy-alpha-androstane","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","829","Alpha-methyl-alpha-beta-dihydroxy-alpha-androstane","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","830","Alpha-methyl-beta-beta-dihydroxy-alpha-androstane","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","831","Alpha-methyl-beta-beta-dihydroxy-androstene","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","832","Alpha-methyl-delta 1-dihydrotestosterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","833","Alpha-methyl-hydroxynandrolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","834","Androstanedione","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","835","Androstenediol","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","836","Androstenedione","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","837","Beta, beta-dihydroxy-alpha-androstane","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","838","Bolasterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","839","Calusterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","840","Delta 1-dihydrotestosterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","841","Furazabol","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","842","Hydroxy-Nortestosterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","843","Hydroxytestosterone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","844","Mestanolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","845","Methyldienolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","846","Methyltrienolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","847","Norandrostenediol","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","848","Norandrostenedione","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","849","Norbolethone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","850","Norclostebol","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","851","Normethandrolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","852","Stenbolone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","853","Tetrahydrogestrinone","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","895","Anabolic Steroid, Type Unknown","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","900","Volatile Solvents (toluene)","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","901","Plastic Cement (airplane glue)","1","1","1","1",NA,NA,NA,NA,NA,NA
"FARS","person","DRUGRES2","drugres2","Drug Test- Result (2)","This data element identifies the drug test result for this person.","The FARS analyst may have used any of the three data elements to code a result of a drug test. One must test all three data elements to ensure that the selected result is included. *See Specific Drug Listing in the FARS/NASS GES/CRSS Coding and Validation Manual. Starting in 2018 DRUGRES1, DRUGRES2, and DRUGRES3 were discontinued, and Drug Test Result (DRUGRES) is available in the Drugs data file.","902","Paint and Paint Removers","1","1","1","1",NA,NA,NA,NA,NA,NA
